IP地址,端口,TLS,数据中心,地区,城市,国家,网络延迟,下载速度
138.2.160.11,443,true,AMS,Europe,Amsterdam,NL,261 ms,412 kB/s
141.148.225.19,443,true,FRA,Europe,Frankfurt,DE,266 ms,410 kB/s
47.91.2.5,2083,true,NRT,Asia Pacific,Tokyo,JP,65 ms,409 kB/s
8.222.167.147,2096,true,SIN,Asia Pacific,Singapore,SG,204 ms,408 kB/s
141.147.47.32,8443,true,FRA,Europe,Frankfurt,DE,236 ms,406 kB/s
8.222.154.227,2083,true,SIN,Asia Pacific,Singapore,SG,191 ms,406 kB/s
144.21.40.68,443,true,FRA,Europe,Frankfurt,DE,238 ms,406 kB/s
47.242.232.14,2096,true,HKG,Asia Pacific,Hong Kong,HK,36 ms,406 kB/s
8.222.164.44,2096,true,SIN,Asia Pacific,Singapore,SG,210 ms,404 kB/s
141.147.169.131,2083,true,NRT,Asia Pacific,Tokyo,JP,106 ms,396 kB/s
144.21.36.143,443,true,FRA,Europe,Frankfurt,DE,251 ms,394 kB/s
141.147.168.13,2083,true,HKG,Asia Pacific,Hong Kong,HK,171 ms,393 kB/s
158.178.242.5,2096,true,SIN,Asia Pacific,Singapore,SG,219 ms,392 kB/s
8.218.188.129,2087,true,HKG,Asia Pacific,Hong Kong,HK,36 ms,388 kB/s
8.222.227.191,2083,true,SIN,Asia Pacific,Singapore,SG,202 ms,388 kB/s
141.147.178.135,8443,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,387 kB/s
131.186.40.31,2053,true,HKG,Asia Pacific,Hong Kong,HK,155 ms,384 kB/s
8.222.134.170,2096,true,SIN,Asia Pacific,Singapore,SG,216 ms,384 kB/s
8.222.129.245,8443,true,SIN,Asia Pacific,Singapore,SG,202 ms,384 kB/s
131.186.40.31,8443,true,HKG,Asia Pacific,Hong Kong,HK,157 ms,384 kB/s
131.186.39.42,8443,true,NRT,Asia Pacific,Tokyo,JP,107 ms,383 kB/s
150.230.202.232,2083,true,NRT,Asia Pacific,Tokyo,JP,106 ms,380 kB/s
168.138.209.84,2096,true,HKG,Asia Pacific,Hong Kong,HK,158 ms,378 kB/s
141.148.231.32,443,true,FRA,Europe,Frankfurt,DE,265 ms,378 kB/s
141.147.182.70,8443,true,NRT,Asia Pacific,Tokyo,JP,99 ms,377 kB/s
8.222.229.22,2053,true,SIN,Asia Pacific,Singapore,SG,205 ms,372 kB/s
138.2.166.237,443,true,FRA,Europe,Frankfurt,DE,236 ms,371 kB/s
8.219.63.193,2053,true,SIN,Asia Pacific,Singapore,SG,190 ms,371 kB/s
8.209.246.24,2053,true,HKG,Asia Pacific,Hong Kong,HK,157 ms,371 kB/s
8.219.101.138,2087,true,SIN,Asia Pacific,Singapore,SG,212 ms,370 kB/s
150.230.216.117,8443,true,NRT,Asia Pacific,Tokyo,JP,99 ms,368 kB/s
150.230.101.125,8443,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,368 kB/s
8.219.78.1,2083,true,SIN,Asia Pacific,Singapore,SG,197 ms,361 kB/s
138.2.20.230,2053,true,HKG,Asia Pacific,Hong Kong,HK,165 ms,361 kB/s
8.222.154.50,2087,true,SIN,Asia Pacific,Singapore,SG,189 ms,360 kB/s
140.238.40.136,2053,true,NRT,Asia Pacific,Tokyo,JP,107 ms,357 kB/s
8.219.60.130,2083,true,SIN,Asia Pacific,Singapore,SG,214 ms,355 kB/s
8.222.160.61,8443,true,SIN,Asia Pacific,Singapore,SG,208 ms,354 kB/s
47.91.2.5,2096,true,NRT,Asia Pacific,Tokyo,JP,64 ms,353 kB/s
47.245.113.117,2096,true,SIN,Asia Pacific,Singapore,SG,210 ms,352 kB/s
8.222.252.150,2096,true,SIN,Asia Pacific,Singapore,SG,216 ms,352 kB/s
168.138.212.175,2096,true,HKG,Asia Pacific,Hong Kong,HK,170 ms,351 kB/s
47.245.113.117,2087,true,SIN,Asia Pacific,Singapore,SG,187 ms,349 kB/s
132.226.135.58,443,true,FRA,Europe,Frankfurt,DE,245 ms,349 kB/s
168.138.202.145,2083,true,NRT,Asia Pacific,Tokyo,JP,100 ms,346 kB/s
150.230.202.232,2053,true,NRT,Asia Pacific,Tokyo,JP,107 ms,345 kB/s
141.147.174.7,2096,true,NRT,Asia Pacific,Tokyo,JP,99 ms,345 kB/s
8.219.134.117,2096,true,SIN,Asia Pacific,Singapore,SG,192 ms,340 kB/s
150.230.202.132,8443,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,339 kB/s
168.138.212.175,2053,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,335 kB/s
131.186.39.42,2083,true,NRT,Asia Pacific,Tokyo,JP,104 ms,332 kB/s
158.101.146.165,2083,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,328 kB/s
155.248.186.182,8443,true,NRT,Asia Pacific,Tokyo,JP,102 ms,328 kB/s
8.219.58.64,2053,true,SIN,Asia Pacific,Singapore,SG,197 ms,327 kB/s
47.245.108.213,2053,true,SIN,Asia Pacific,Singapore,SG,197 ms,325 kB/s
8.222.248.188,2096,true,SIN,Asia Pacific,Singapore,SG,193 ms,323 kB/s
141.145.199.188,443,true,CDG,Europe,Paris,FR,225 ms,323 kB/s
8.219.145.245,2087,true,SIN,Asia Pacific,Singapore,SG,213 ms,323 kB/s
150.230.109.138,2053,true,HKG,Asia Pacific,Hong Kong,HK,168 ms,322 kB/s
8.222.169.182,8443,true,SIN,Asia Pacific,Singapore,SG,195 ms,322 kB/s
8.222.154.227,2087,true,SIN,Asia Pacific,Singapore,SG,210 ms,320 kB/s
131.186.37.69,2087,true,NRT,Asia Pacific,Tokyo,JP,97 ms,320 kB/s
158.101.140.255,2053,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,320 kB/s
150.230.20.156,8443,true,AMS,Europe,Amsterdam,NL,229 ms,318 kB/s
8.222.145.164,2096,true,SIN,Asia Pacific,Singapore,SG,186 ms,316 kB/s
8.219.222.8,2096,true,SIN,Asia Pacific,Singapore,SG,209 ms,313 kB/s
132.145.121.175,2083,true,SIN,Asia Pacific,Singapore,SG,173 ms,312 kB/s
131.186.36.248,2096,true,HKG,Asia Pacific,Hong Kong,HK,164 ms,310 kB/s
8.222.188.56,8443,true,SIN,Asia Pacific,Singapore,SG,185 ms,309 kB/s
47.245.113.117,8443,true,SIN,Asia Pacific,Singapore,SG,192 ms,308 kB/s
141.147.166.189,2053,true,HKG,Asia Pacific,Hong Kong,HK,172 ms,308 kB/s
47.242.59.216,8443,true,HKG,Asia Pacific,Hong Kong,HK,36 ms,306 kB/s
168.138.209.244,8443,true,NRT,Asia Pacific,Tokyo,JP,102 ms,306 kB/s
131.186.37.191,8443,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,306 kB/s
140.238.54.164,2096,true,NRT,Asia Pacific,Tokyo,JP,102 ms,305 kB/s
8.222.248.188,8443,true,SIN,Asia Pacific,Singapore,SG,213 ms,302 kB/s
150.230.202.132,2083,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,301 kB/s
130.162.188.37,443,true,FRA,Europe,Frankfurt,DE,246 ms,298 kB/s
158.101.150.126,2083,true,SIN,Asia Pacific,Singapore,SG,179 ms,297 kB/s
138.2.9.66,2083,true,NRT,Asia Pacific,Tokyo,JP,103 ms,294 kB/s
8.219.253.18,8443,true,SIN,Asia Pacific,Singapore,SG,214 ms,290 kB/s
150.230.201.162,8443,true,HKG,Asia Pacific,Hong Kong,HK,168 ms,286 kB/s
168.138.196.237,2083,true,HKG,Asia Pacific,Hong Kong,HK,157 ms,285 kB/s
8.222.144.219,2083,true,SIN,Asia Pacific,Singapore,SG,208 ms,278 kB/s
8.219.210.64,2096,true,SIN,Asia Pacific,Singapore,SG,198 ms,276 kB/s
8.222.224.163,2096,true,SIN,Asia Pacific,Singapore,SG,203 ms,275 kB/s
141.147.164.54,2096,true,NRT,Asia Pacific,Tokyo,JP,97 ms,275 kB/s
8.222.212.116,2087,true,SIN,Asia Pacific,Singapore,SG,215 ms,275 kB/s
131.186.37.49,2053,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,275 kB/s
158.178.242.5,2087,true,SIN,Asia Pacific,Singapore,SG,229 ms,272 kB/s
8.219.200.145,8443,true,SIN,Asia Pacific,Singapore,SG,216 ms,272 kB/s
140.238.38.245,2053,true,NRT,Asia Pacific,Tokyo,JP,96 ms,272 kB/s
131.186.35.189,2087,true,NRT,Asia Pacific,Tokyo,JP,95 ms,271 kB/s
140.238.54.164,2083,true,NRT,Asia Pacific,Tokyo,JP,103 ms,270 kB/s
8.222.244.192,2053,true,SIN,Asia Pacific,Singapore,SG,192 ms,266 kB/s
150.230.212.9,2096,true,NRT,Asia Pacific,Tokyo,JP,101 ms,265 kB/s
8.222.215.228,2083,true,SIN,Asia Pacific,Singapore,SG,194 ms,265 kB/s
129.159.84.71,443,true,IAD,North America,Ashburn,US,201 ms,263 kB/s
8.222.229.102,2096,true,SIN,Asia Pacific,Singapore,SG,208 ms,262 kB/s
8.219.43.243,2083,true,SIN,Asia Pacific,Singapore,SG,214 ms,260 kB/s
8.219.147.58,2096,true,SIN,Asia Pacific,Singapore,SG,185 ms,260 kB/s
8.219.111.175,2087,true,SIN,Asia Pacific,Singapore,SG,214 ms,257 kB/s
155.248.163.133,2053,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,256 kB/s
140.238.38.245,2096,true,NRT,Asia Pacific,Tokyo,JP,104 ms,256 kB/s
150.230.221.114,2053,true,HKG,Asia Pacific,Hong Kong,HK,166 ms,256 kB/s
131.186.58.151,2083,true,NRT,Asia Pacific,Tokyo,JP,96 ms,255 kB/s
8.219.170.58,2083,true,SIN,Asia Pacific,Singapore,SG,203 ms,253 kB/s
152.70.106.13,2096,true,NRT,Asia Pacific,Tokyo,JP,103 ms,253 kB/s
131.186.59.232,2053,true,HKG,Asia Pacific,Hong Kong,HK,160 ms,253 kB/s
168.138.215.188,8443,true,NRT,Asia Pacific,Tokyo,JP,106 ms,249 kB/s
8.219.186.189,2096,true,SIN,Asia Pacific,Singapore,SG,198 ms,249 kB/s
8.219.253.114,2083,true,SIN,Asia Pacific,Singapore,SG,189 ms,247 kB/s
132.145.125.165,2083,true,NRT,Asia Pacific,Tokyo,JP,105 ms,247 kB/s
193.123.94.216,8443,true,DXB,Middle East,Dubai,AE,249 ms,246 kB/s
168.138.202.145,2053,true,NRT,Asia Pacific,Tokyo,JP,100 ms,246 kB/s
158.101.215.45,8443,true,AMS,Europe,Amsterdam,NL,228 ms,246 kB/s
140.238.52.141,8443,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,245 kB/s
140.238.58.42,2083,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,244 kB/s
150.230.222.185,2083,true,NRT,Asia Pacific,Tokyo,JP,96 ms,243 kB/s
131.186.39.42,2053,true,NRT,Asia Pacific,Tokyo,JP,102 ms,240 kB/s
8.222.144.50,2096,true,SIN,Asia Pacific,Singapore,SG,197 ms,239 kB/s
204.216.105.106,8443,true,YYZ,North America,Toronto,CA,212 ms,238 kB/s
47.242.232.14,2083,true,HKG,Asia Pacific,Hong Kong,HK,38 ms,238 kB/s
8.222.238.141,2083,true,SIN,Asia Pacific,Singapore,SG,207 ms,237 kB/s
140.238.38.245,2087,true,NRT,Asia Pacific,Tokyo,JP,96 ms,237 kB/s
143.47.182.56,8443,true,AMS,Europe,Amsterdam,NL,245 ms,237 kB/s
132.145.120.115,8443,true,HKG,Asia Pacific,Hong Kong,HK,166 ms,237 kB/s
130.162.229.42,2053,true,FRA,Europe,Frankfurt,DE,240 ms,236 kB/s
130.162.252.8,443,true,FRA,Europe,Frankfurt,DE,232 ms,236 kB/s
8.219.98.13,2087,true,SIN,Asia Pacific,Singapore,SG,190 ms,234 kB/s
47.245.37.12,2096,true,HKG,Asia Pacific,Hong Kong,HK,159 ms,233 kB/s
152.70.98.174,2096,true,HKG,Asia Pacific,Hong Kong,HK,163 ms,233 kB/s
47.74.49.62,2083,true,HKG,Asia Pacific,Hong Kong,HK,158 ms,232 kB/s
8.219.173.233,2083,true,SIN,Asia Pacific,Singapore,SG,206 ms,230 kB/s
168.138.208.17,2083,true,NRT,Asia Pacific,Tokyo,JP,98 ms,230 kB/s
131.186.37.49,8443,true,HKG,Asia Pacific,Hong Kong,HK,163 ms,230 kB/s
158.101.146.165,2053,true,SIN,Asia Pacific,Singapore,SG,175 ms,227 kB/s
138.3.208.9,2053,true,HKG,Asia Pacific,Hong Kong,HK,169 ms,227 kB/s
47.245.107.174,2087,true,SIN,Asia Pacific,Singapore,SG,193 ms,227 kB/s
8.222.212.116,8443,true,SIN,Asia Pacific,Singapore,SG,190 ms,227 kB/s
131.186.34.11,8443,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,224 kB/s
138.2.29.102,2083,true,HKG,Asia Pacific,Hong Kong,HK,165 ms,224 kB/s
47.245.37.12,2053,true,SIN,Asia Pacific,Singapore,SG,145 ms,222 kB/s
131.186.40.31,2087,true,HKG,Asia Pacific,Hong Kong,HK,156 ms,221 kB/s
155.248.186.182,2087,true,NRT,Asia Pacific,Tokyo,JP,106 ms,220 kB/s
8.219.134.117,2087,true,SIN,Asia Pacific,Singapore,SG,190 ms,220 kB/s
141.147.107.219,443,true,FRA,Europe,Frankfurt,DE,253 ms,218 kB/s
158.101.95.113,2096,true,HKG,Asia Pacific,Hong Kong,HK,161 ms,217 kB/s
8.219.185.191,2087,true,SIN,Asia Pacific,Singapore,SG,209 ms,217 kB/s
158.101.89.33,2096,true,HKG,Asia Pacific,Hong Kong,HK,163 ms,215 kB/s
132.145.123.14,2087,true,NRT,Asia Pacific,Tokyo,JP,96 ms,214 kB/s
140.238.35.78,2096,true,HKG,Asia Pacific,Hong Kong,HK,157 ms,214 kB/s
141.147.169.131,8443,true,NRT,Asia Pacific,Tokyo,JP,107 ms,214 kB/s
8.222.168.234,8443,true,SIN,Asia Pacific,Singapore,SG,200 ms,213 kB/s
8.219.209.14,2083,true,SIN,Asia Pacific,Singapore,SG,191 ms,213 kB/s
158.101.159.181,2083,true,HKG,Asia Pacific,Hong Kong,HK,170 ms,212 kB/s
158.101.206.70,8443,true,AMS,Europe,Amsterdam,NL,269 ms,212 kB/s
141.147.191.211,2096,true,HKG,Asia Pacific,Hong Kong,HK,163 ms,211 kB/s
140.238.36.248,2083,true,NRT,Asia Pacific,Tokyo,JP,99 ms,211 kB/s
8.219.170.58,2096,true,SIN,Asia Pacific,Singapore,SG,185 ms,211 kB/s
141.147.178.135,2087,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,211 kB/s
158.101.149.122,8443,true,LAX,North America,Los Angeles,US,224 ms,208 kB/s
168.138.194.121,2053,true,HKG,Asia Pacific,Hong Kong,HK,164 ms,208 kB/s
155.248.167.70,8443,true,HKG,Asia Pacific,Hong Kong,HK,163 ms,207 kB/s
141.147.178.202,2087,true,HKG,Asia Pacific,Hong Kong,HK,157 ms,205 kB/s
141.144.196.185,443,true,FRA,Europe,Frankfurt,DE,237 ms,205 kB/s
141.147.166.189,8443,true,HKG,Asia Pacific,Hong Kong,HK,168 ms,205 kB/s
8.222.240.47,2087,true,SIN,Asia Pacific,Singapore,SG,207 ms,205 kB/s
155.248.174.71,2087,true,NRT,Asia Pacific,Tokyo,JP,97 ms,205 kB/s
158.101.92.156,2053,true,NRT,Asia Pacific,Tokyo,JP,103 ms,205 kB/s
8.219.173.233,2087,true,SIN,Asia Pacific,Singapore,SG,205 ms,205 kB/s
8.219.213.84,2083,true,SIN,Asia Pacific,Singapore,SG,191 ms,204 kB/s
152.70.106.13,2053,true,NRT,Asia Pacific,Tokyo,JP,96 ms,202 kB/s
140.238.53.190,2087,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,201 kB/s
158.101.147.4,2096,true,SIN,Asia Pacific,Singapore,SG,177 ms,201 kB/s
141.147.182.70,2096,true,NRT,Asia Pacific,Tokyo,JP,105 ms,201 kB/s
152.70.106.13,2087,true,NRT,Asia Pacific,Tokyo,JP,101 ms,201 kB/s
150.230.20.156,2053,true,AMS,Europe,Amsterdam,NL,233 ms,201 kB/s
8.219.77.222,2087,true,SIN,Asia Pacific,Singapore,SG,210 ms,199 kB/s
141.147.183.96,2096,true,HKG,Asia Pacific,Hong Kong,HK,169 ms,198 kB/s
141.147.189.242,2087,true,HKG,Asia Pacific,Hong Kong,HK,165 ms,198 kB/s
141.147.189.23,2087,true,HKG,Asia Pacific,Hong Kong,HK,164 ms,198 kB/s
155.248.169.71,8443,true,HKG,Asia Pacific,Hong Kong,HK,160 ms,198 kB/s
131.186.41.82,2087,true,NRT,Asia Pacific,Tokyo,JP,101 ms,198 kB/s
150.230.101.125,2053,true,HKG,Asia Pacific,Hong Kong,HK,158 ms,196 kB/s
141.147.169.131,2053,true,NRT,Asia Pacific,Tokyo,JP,106 ms,195 kB/s
141.147.179.64,2096,true,NRT,Asia Pacific,Tokyo,JP,107 ms,195 kB/s
168.138.213.210,2083,true,HKG,Asia Pacific,Hong Kong,HK,168 ms,195 kB/s
152.70.106.185,2053,true,HKG,Asia Pacific,Hong Kong,HK,158 ms,192 kB/s
8.222.154.227,2053,true,SIN,Asia Pacific,Singapore,SG,196 ms,192 kB/s
131.186.63.184,2096,true,NRT,Asia Pacific,Tokyo,JP,103 ms,190 kB/s
152.70.61.75,443,true,FRA,Europe,Frankfurt,DE,235 ms,189 kB/s
141.147.168.13,2053,true,HKG,Asia Pacific,Hong Kong,HK,170 ms,189 kB/s
140.238.54.182,8443,true,LAX,North America,Los Angeles,US,200 ms,188 kB/s
131.186.59.94,8443,true,HKG,Asia Pacific,Hong Kong,HK,170 ms,186 kB/s
132.226.6.5,2096,true,SIN,Asia Pacific,Singapore,SG,175 ms,186 kB/s
140.238.32.184,2053,true,NRT,Asia Pacific,Tokyo,JP,102 ms,185 kB/s
8.222.188.56,2053,true,SIN,Asia Pacific,Singapore,SG,212 ms,185 kB/s
8.222.168.234,2096,true,SIN,Asia Pacific,Singapore,SG,215 ms,185 kB/s
132.145.114.14,2087,true,HKG,Asia Pacific,Hong Kong,HK,191 ms,184 kB/s
8.222.224.162,2087,true,SIN,Asia Pacific,Singapore,SG,215 ms,183 kB/s
131.186.47.255,2083,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,182 kB/s
8.219.222.8,2083,true,SIN,Asia Pacific,Singapore,SG,196 ms,182 kB/s
8.219.222.98,8443,true,SIN,Asia Pacific,Singapore,SG,204 ms,182 kB/s
131.186.46.75,8443,true,NRT,Asia Pacific,Tokyo,JP,99 ms,182 kB/s
132.145.125.165,2087,true,NRT,Asia Pacific,Tokyo,JP,103 ms,179 kB/s
168.138.212.74,2083,true,HKG,Asia Pacific,Hong Kong,HK,169 ms,179 kB/s
8.219.93.85,2083,true,SIN,Asia Pacific,Singapore,SG,200 ms,179 kB/s
140.238.44.118,2053,true,NRT,Asia Pacific,Tokyo,JP,102 ms,178 kB/s
141.147.185.149,2096,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,178 kB/s
47.245.114.163,8443,true,SIN,Asia Pacific,Singapore,SG,216 ms,178 kB/s
131.186.61.45,2083,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,177 kB/s
158.101.152.221,2053,true,HKG,Asia Pacific,Hong Kong,HK,170 ms,177 kB/s
144.21.49.81,443,true,FRA,Europe,Frankfurt,DE,254 ms,177 kB/s
8.222.144.219,2096,true,SIN,Asia Pacific,Singapore,SG,206 ms,176 kB/s
47.245.90.176,2096,true,SIN,Asia Pacific,Singapore,SG,208 ms,176 kB/s
155.248.174.71,8443,true,NRT,Asia Pacific,Tokyo,JP,97 ms,176 kB/s
132.145.121.123,2087,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,176 kB/s
8.219.78.1,2053,true,SIN,Asia Pacific,Singapore,SG,194 ms,176 kB/s
8.219.145.245,2083,true,SIN,Asia Pacific,Singapore,SG,230 ms,175 kB/s
138.3.210.114,2087,true,HKG,Asia Pacific,Hong Kong,HK,157 ms,175 kB/s
152.70.52.180,443,true,FRA,Europe,Frankfurt,DE,264 ms,174 kB/s
152.70.63.5,443,true,FRA,Europe,Frankfurt,DE,235 ms,169 kB/s
47.89.191.155,443,true,IAD,North America,Ashburn,US,199 ms,169 kB/s
8.222.229.102,2083,true,SIN,Asia Pacific,Singapore,SG,208 ms,169 kB/s
155.248.169.71,2083,true,SIN,Asia Pacific,Singapore,SG,169 ms,169 kB/s
141.147.162.204,2083,true,HKG,Asia Pacific,Hong Kong,HK,165 ms,168 kB/s
168.138.196.237,2053,true,HKG,Asia Pacific,Hong Kong,HK,156 ms,167 kB/s
8.219.200.145,2087,true,SIN,Asia Pacific,Singapore,SG,198 ms,167 kB/s
8.218.188.129,2096,true,HKG,Asia Pacific,Hong Kong,HK,35 ms,167 kB/s
150.230.109.138,2096,true,HKG,Asia Pacific,Hong Kong,HK,164 ms,166 kB/s
8.222.134.170,2053,true,SIN,Asia Pacific,Singapore,SG,195 ms,166 kB/s
132.226.5.102,2053,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,166 kB/s
131.186.39.42,2087,true,NRT,Asia Pacific,Tokyo,JP,102 ms,165 kB/s
141.147.164.54,2087,true,NRT,Asia Pacific,Tokyo,JP,96 ms,163 kB/s
140.238.32.184,2087,true,NRT,Asia Pacific,Tokyo,JP,102 ms,162 kB/s
140.238.35.195,2096,true,HKG,Asia Pacific,Hong Kong,HK,164 ms,161 kB/s
140.238.54.182,2053,true,HKG,Asia Pacific,Hong Kong,HK,164 ms,160 kB/s
8.222.215.228,2053,true,SIN,Asia Pacific,Singapore,SG,195 ms,160 kB/s
8.222.175.78,8443,true,SIN,Asia Pacific,Singapore,SG,199 ms,160 kB/s
138.2.19.122,2096,true,HKG,Asia Pacific,Hong Kong,HK,164 ms,160 kB/s
144.24.189.21,8443,true,FRA,Europe,Frankfurt,DE,238 ms,159 kB/s
152.70.249.67,443,true,ICN,Asia Pacific,Seoul,KR,73 ms,158 kB/s
144.24.169.81,8443,true,FRA,Europe,Frankfurt,DE,248 ms,157 kB/s
47.242.59.216,2053,true,HKG,Asia Pacific,Hong Kong,HK,46 ms,157 kB/s
8.219.83.201,2083,true,SIN,Asia Pacific,Singapore,SG,196 ms,157 kB/s
155.248.186.182,2096,true,NRT,Asia Pacific,Tokyo,JP,99 ms,156 kB/s
141.147.169.131,2087,true,NRT,Asia Pacific,Tokyo,JP,103 ms,156 kB/s
8.222.152.165,8443,true,SIN,Asia Pacific,Singapore,SG,198 ms,156 kB/s
131.186.59.94,2053,true,HKG,Asia Pacific,Hong Kong,HK,174 ms,154 kB/s
141.147.168.13,2096,true,HKG,Asia Pacific,Hong Kong,HK,156 ms,154 kB/s
47.245.37.12,2083,true,HKG,Asia Pacific,Hong Kong,HK,156 ms,154 kB/s
8.222.137.178,2083,true,SIN,Asia Pacific,Singapore,SG,191 ms,154 kB/s
132.226.9.173,8443,true,HKG,Asia Pacific,Hong Kong,HK,157 ms,154 kB/s
138.3.215.11,2053,true,HKG,Asia Pacific,Hong Kong,HK,159 ms,153 kB/s
141.147.191.211,2087,true,HKG,Asia Pacific,Hong Kong,HK,166 ms,153 kB/s
8.222.133.247,2053,true,SIN,Asia Pacific,Singapore,SG,190 ms,153 kB/s
152.70.104.69,2096,true,HKG,Asia Pacific,Hong Kong,HK,168 ms,152 kB/s
131.186.63.184,2083,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,152 kB/s
150.230.204.117,2053,true,HKG,Asia Pacific,Hong Kong,HK,160 ms,151 kB/s
150.230.192.173,2083,true,SIN,Asia Pacific,Singapore,SG,180 ms,151 kB/s
152.70.52.152,443,true,FRA,Europe,Frankfurt,DE,233 ms,150 kB/s
155.248.180.103,2096,true,HKG,Asia Pacific,Hong Kong,HK,169 ms,150 kB/s
158.101.147.4,8443,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,150 kB/s
158.101.158.251,2083,true,HKG,Asia Pacific,Hong Kong,HK,168 ms,150 kB/s
158.101.183.192,443,true,FRA,Europe,Frankfurt,DE,232 ms,150 kB/s
8.222.147.203,2087,true,SIN,Asia Pacific,Singapore,SG,188 ms,150 kB/s
158.101.159.212,2083,true,HKG,Asia Pacific,Hong Kong,HK,165 ms,150 kB/s
158.101.70.155,2083,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,148 kB/s
131.186.59.232,8443,true,HKG,Asia Pacific,Hong Kong,HK,162 ms,148 kB/s
8.222.168.155,2083,true,SIN,Asia Pacific,Singapore,SG,207 ms,147 kB/s
47.74.12.139,8443,true,NRT,Asia Pacific,Tokyo,JP,67 ms,147 kB/s
8.222.168.155,2096,true,SIN,Asia Pacific,Singapore,SG,199 ms,146 kB/s
8.219.249.38,2053,true,SIN,Asia Pacific,Singapore,SG,206 ms,141 kB/s
8.219.253.18,2096,true,SIN,Asia Pacific,Singapore,SG,199 ms,141 kB/s
8.222.187.107,2096,true,SIN,Asia Pacific,Singapore,SG,188 ms,141 kB/s
158.101.140.255,2096,true,HKG,Asia Pacific,Hong Kong,HK,164 ms,141 kB/s
168.138.194.121,2083,true,HKG,Asia Pacific,Hong Kong,HK,161 ms,138 kB/s
8.218.188.129,2083,true,HKG,Asia Pacific,Hong Kong,HK,36 ms,138 kB/s
138.2.0.217,2096,true,HKG,Asia Pacific,Hong Kong,HK,168 ms,138 kB/s
138.2.19.122,2087,true,HKG,Asia Pacific,Hong Kong,HK,167 ms,138 kB/s
8.222.215.228,2096,true,SIN,Asia Pacific,Singapore,SG,196 ms,137 kB/s
47.74.13.94,2087,true,NRT,Asia Pacific,Tokyo,JP,66 ms,137 kB/s
8.219.153.44,2096,true,SIN,Asia Pacific,Singapore,SG,195 ms,136 kB/s
8.219.145.245,8443,true,SIN,Asia Pacific,Singapore,SG,203 ms,136 kB/s
8.219.58.64,2096,true,SIN,Asia Pacific,Singapore,SG,192 ms,134 kB/s
138.2.13.200,2087,true,HKG,Asia Pacific,Hong Kong,HK,168 ms,134 kB/s
8.222.133.247,2087,true,SIN,Asia Pacific,Singapore,SG,198 ms,134 kB/s
129.159.199.146,443,true,FRA,Europe,Frankfurt,DE,242 ms,134 kB/s
8.219.209.14,2053,true,SIN,Asia Pacific,Singapore,SG,187 ms,132 kB/s
8.222.155.242,2083,true,SIN,Asia Pacific,Singapore,SG,203 ms,132 kB/s
155.248.178.235,2083,true,NRT,Asia Pacific,Tokyo,JP,101 ms,132 kB/s
8.222.130.137,8443,true,SIN,Asia Pacific,Singapore,SG,188 ms,132 kB/s
8.222.155.242,2087,true,SIN,Asia Pacific,Singapore,SG,214 ms,131 kB/s
155.248.178.235,8443,true,NRT,Asia Pacific,Tokyo,JP,95 ms,131 kB/s
158.178.242.56,8443,true,SIN,Asia Pacific,Singapore,SG,232 ms,131 kB/s
